Problem,Feature,Step,Track,mu
j.rnd,phi.proc,1,SPT,-0.71930612244898
j.rnd,phi.proc,1,LPT,0.753428571428571
j.rnd,phi.proc,1,LWR,-0.344857142857143
j.rnd,phi.proc,1,MWR,0.369265306122449
j.rnd,phi.proc,1,RND,-0.0188979591836735
j.rnd,phi.proc,1,OPT,-0.0646530612244898
j.rnd,phi.proc,2,SPT,-0.544816326530612
j.rnd,phi.proc,2,LPT,0.541469387755102
j.rnd,phi.proc,2,LWR,-0.357061224489796
j.rnd,phi.proc,2,MWR,0.242612244897959
j.rnd,phi.proc,2,RND,0.0529795918367347
j.rnd,phi.proc,2,OPT,-0.0909795918367347
j.rnd,phi.proc,3,SPT,-0.417755102040816
j.rnd,phi.proc,3,LPT,0.434122448979592
j.rnd,phi.proc,3,LWR,-0.318897959183673
j.rnd,phi.proc,3,MWR,0.211020408163265
j.rnd,phi.proc,3,RND,-0.00363265306122449
j.rnd,phi.proc,3,OPT,-0.0735102040816327
j.rnd,phi.proc,4,SPT,-0.328489795918367
j.rnd,phi.proc,4,LPT,0.343795918367347
j.rnd,phi.proc,4,LWR,-0.305183673469388
j.rnd,phi.proc,4,MWR,0.178040816326531
j.rnd,phi.proc,4,RND,0.0122857142857143
j.rnd,phi.proc,4,OPT,-0.00420408163265306
j.rnd,phi.proc,5,SPT,-0.289510204081633
j.rnd,phi.proc,5,LPT,0.246979591836735
j.rnd,phi.proc,5,LWR,-0.320244897959184
j.rnd,phi.proc,5,MWR,0.144285714285714
j.rnd,phi.proc,5,RND,-0.0259183673469388
j.rnd,phi.proc,5,OPT,0.00673469387755102
j.rnd,phi.proc,6,SPT,-0.220367346938776
j.rnd,phi.proc,6,LPT,0.221061224489796
j.rnd,phi.proc,6,LWR,-0.115224489795918
j.rnd,phi.proc,6,MWR,0.0951020408163265
j.rnd,phi.proc,6,RND,-0.0219183673469388
j.rnd,phi.proc,6,OPT,0.00648979591836734
j.rnd,phi.proc,7,SPT,-0.175551020408163
j.rnd,phi.proc,7,LPT,0.190163265306122
j.rnd,phi.proc,7,LWR,-0.205591836734694
j.rnd,phi.proc,7,MWR,0.131387755102041
j.rnd,phi.proc,7,RND,-0.0106938775510204
j.rnd,phi.proc,7,OPT,-0.0302448979591837
j.rnd,phi.proc,8,SPT,-0.11934693877551
j.rnd,phi.proc,8,LPT,0.114
j.rnd,phi.proc,8,LWR,-0.157265306122449
j.rnd,phi.proc,8,MWR,0.0901224489795918
j.rnd,phi.proc,8,RND,-0.0261632653061224
j.rnd,phi.proc,8,OPT,-0.0120816326530612
j.rnd,phi.proc,9,SPT,-0.132285714285714
j.rnd,phi.proc,9,LPT,0.0900408163265306
j.rnd,phi.proc,9,LWR,-0.212857142857143
j.rnd,phi.proc,9,MWR,0.000285714285714286
j.rnd,phi.proc,9,RND,-0.0459591836734694
j.rnd,phi.proc,9,OPT,0.0449795918367347
j.rnd,phi.proc,10,SPT,-0.0663673469387755
j.rnd,phi.proc,10,LPT,0.0441632653061224
j.rnd,phi.proc,10,LWR,-0.17530612244898
j.rnd,phi.proc,10,MWR,0.0206938775510204
j.rnd,phi.proc,10,RND,-0.00697959183673469
j.rnd,phi.proc,10,OPT,0.0235918367346939
j.rnd,phi.proc,11,SPT,-0.0595918367346939
j.rnd,phi.proc,11,LPT,0.010530612244898
j.rnd,phi.proc,11,LWR,-0.043469387755102
j.rnd,phi.proc,11,MWR,0.0302040816326531
j.rnd,phi.proc,11,RND,-0.00322448979591837
j.rnd,phi.proc,11,OPT,0.0540816326530612
j.rnd,phi.proc,12,SPT,0.0142448979591837
j.rnd,phi.proc,12,LPT,-0.00673469387755102
j.rnd,phi.proc,12,LWR,-0.0300816326530612
j.rnd,phi.proc,12,MWR,0.0116326530612245
j.rnd,phi.proc,12,RND,-0.00963265306122449
j.rnd,phi.proc,12,OPT,0.0898367346938776
j.rnd,phi.proc,13,SPT,0.0562040816326531
j.rnd,phi.proc,13,LPT,0.000693877551020407
