Problem,Track,Step,Followed,best.mu,worst.mu,mu
j.rnd,SPT,1,FALSE,0.00494,4.51822,1.305236
j.rnd,SPT,1,TRUE,0.21066,0.21066,0.21066
j.rnd,SPT,2,FALSE,0.21654,5.12704,1.594576
j.rnd,SPT,2,TRUE,0.86292,0.86292,0.86292
j.rnd,SPT,3,FALSE,0.86774,6.4155,2.351664
j.rnd,SPT,3,TRUE,1.95706,1.95706,1.95706
j.rnd,SPT,4,FALSE,1.96204,8.13236,3.621352
j.rnd,SPT,4,TRUE,3.13528,3.13528,3.13528
j.rnd,SPT,5,FALSE,3.13718,9.57872,4.934316
j.rnd,SPT,5,TRUE,4.57752,4.57752,4.57752
j.rnd,SPT,6,FALSE,4.58204,11.13646,6.430152
j.rnd,SPT,6,TRUE,6.28392,6.28392,6.28392
j.rnd,SPT,7,FALSE,6.28392,13.26226,8.237929
j.rnd,SPT,7,TRUE,7.97792,7.97792,7.97792
j.rnd,SPT,8,FALSE,7.97792,15.25626,10.041801
j.rnd,SPT,8,TRUE,9.99778,9.99778,9.99778
j.rnd,SPT,9,FALSE,10.0083,17.0369,12.00148
j.rnd,SPT,9,TRUE,11.84338,11.84338,11.84338
j.rnd,SPT,10,FALSE,11.86022,18.82552,13.853493
j.rnd,SPT,10,TRUE,13.76868,13.76868,13.76868
j.rnd,SPT,11,FALSE,13.76868,20.60858,15.714935
j.rnd,SPT,11,TRUE,15.5171,15.5171,15.5171
j.rnd,SPT,12,FALSE,15.51818,22.62752,17.58618
j.rnd,SPT,12,TRUE,17.42536,17.42536,17.42536
j.rnd,SPT,13,FALSE,17.4361,24.09624,19.4095816666667
j.rnd,SPT,13,TRUE,19.55116,19.55116,19.55116
j.rnd,SPT,14,FALSE,19.55116,26.02854,21.470502
j.rnd,SPT,14,TRUE,21.77176,21.77176,21.77176
j.rnd,SPT,15,FALSE,21.78618,28.00944,23.6664373333333
j.rnd,SPT,15,TRUE,23.71996,23.71996,23.71996
j.rnd,SPT,16,FALSE,23.73912,29.49866,25.5596753333333
j.rnd,SPT,16,TRUE,25.512,25.512,25.512
j.rnd,SPT,17,FALSE,25.512,30.84438,27.2765303333333
j.rnd,SPT,17,TRUE,27.6479,27.6479,27.6479
j.rnd,SPT,18,FALSE,27.65006,32.62084,29.3495043333333
j.rnd,SPT,18,TRUE,29.54964,29.54964,29.54964
j.rnd,SPT,19,FALSE,29.56582,33.8217,31.1025956666667
j.rnd,SPT,19,TRUE,31.41642,31.41642,31.41642
j.rnd,SPT,20,FALSE,31.4306,35.46102,32.9848303333333
j.rnd,SPT,20,TRUE,32.76088,32.76088,32.76088
j.rnd,SPT,21,FALSE,32.76594,35.81876,34.055655
j.rnd,SPT,21,TRUE,34.90822,34.90822,34.90822
j.rnd,SPT,22,FALSE,35.01462,37.82254,36.257528
j.rnd,SPT,22,TRUE,36.48286,36.48286,36.48286
j.rnd,SPT,23,FALSE,36.67106,38.94384,37.724575
j.rnd,SPT,23,TRUE,37.80516,37.80516,37.80516
j.rnd,SPT,24,FALSE,38.061,39.46848,38.7137733333333
j.rnd,SPT,24,TRUE,39.44372,39.44372,39.44372
j.rnd,SPT,25,FALSE,39.65344,40.35092,39.9912833333333
j.rnd,SPT,25,TRUE,40.518,40.518,40.518
j.rnd,SPT,26,FALSE,37.6823888888889,38.1481388888889,37.9149953703704
j.rnd,SPT,26,TRUE,41.3732,41.3732,41.3732
j.rnd,SPT,27,FALSE,37.2516091954023,37.4329885057471,37.3419284802043
j.rnd,SPT,27,TRUE,41.76954,41.76954,41.76954
j.rnd,SPT,28,FALSE,36.3896753246753,36.483051948052,36.4363636363636
j.rnd,SPT,28,TRUE,42.00548,42.00548,42.00548
j.rnd,SPT,29,FALSE,36.1351898734177,36.1351898734177,36.1351898734177
j.rnd,SPT,29,TRUE,42.08088,42.08088,42.08088
j.rnd,SPT,30,TRUE,42.08088,42.08088,42.08088
j.rnd,LPT,1,FALSE,0,3.34808,0.9231
j.rnd,LPT,1,TRUE,2.12134,2.12134,2.12134
j.rnd,LPT,2,FALSE,2.12134,5.24008,2.95794
j.rnd,LPT,2,TRUE,4.22904,4.22904,4.22904
j.rnd,LPT,3,FALSE,4.22904,7.0656,5.007364
j.rnd,LPT,3,TRUE,5.89966,5.89966,5.89966
j.rnd,LPT,4,FALSE,5.89966,8.55906,6.610216
j.rnd,LPT,4,TRUE,7.56346,7.56346,7.56346
j.rnd,LPT,5,FALSE,7.56346,10.20298,8.2759
j.rnd,LPT,5,TRUE,9.12166,9.12166,9.12166
j.rnd,LPT,6,FALSE,9.12166,11.41486,9.723257
j.rnd,LPT,6,TRUE,10.81272,10.81272,10.81272
j.rnd,LPT,7,FALSE,10.81272,13.25558,11.435603
j.rnd,LPT,7,TRUE,12.59332,12.59332,12.59332
j.rnd,LPT,8,FALSE,12.59332,15.05052,13.223249
j.rnd,LPT,8,TRUE,14.2528,14.2528,14.2528
j.rnd,LPT,9,FALSE,14.2528,16.38136,14.780563
j.rnd,LPT,9,TRUE,15.75446,15.75446,15.75446
j.rnd,LPT,10,FALSE,15.75446,17.74322,16.258977
j.rnd,LPT,10,TRUE,17.28662,17.28662,17.28662
j.rnd,LPT,11,FALSE,17.28662,19.15156,17.766896
j.rnd,LPT,11,TRUE,18.65128,18.65128,18.65128
j.rnd,LPT,12,FALSE,18.65128,20.26398,19.074972
j.rnd,LPT,12,TRUE,20.11458,20.11458,20.11458
j.rnd,LPT,13,FALSE,20.11458,21.59432,20.520556
j.rnd,LPT,13,TRUE,21.55896,21.55896,21.55896
j.rnd,LPT,14,FALSE,21.55896,22.70638,21.8980993333333
j.rnd,LPT,14,TRUE,22.47068,22.47068,22.47068
j.rnd,LPT,15,FALSE,22.47068,23.6662,22.8414376666667
j.rnd,LPT,15,TRUE,23.48268,23.48268,23.48268
j.rnd,LPT,16,FALSE,23.48268,24.49134,23.787128
j.rnd,LPT,16,TRUE,24.50852,24.50852,24.50852
j.rnd,LPT,17,FALSE,24.50852,25.24966,24.726146
j.rnd,LPT,17,TRUE,25.87986,25.87986,25.87986
j.rnd,LPT,18,FALSE,25.87986,26.44476,26.051438
j.rnd,LPT,18,TRUE,26.59666,26.59666,26.59666
j.rnd,LPT,19,FALSE,26.59666,27.02102,26.7367723333333
j.rnd,LPT,19,TRUE,27.5201,27.5201,27.5201
j.rnd,LPT,20,FALSE,27.5201,27.87014,27.6437043333333
j.rnd,LPT,20,TRUE,28.43252,28.43252,28.43252
j.rnd,LPT,21,FALSE,28.43252,28.7571,28.5617173333333
j.rnd,LPT,21,TRUE,29.12038,29.12038,29.12038
j.rnd,LPT,22,FALSE,29.1719,29.43794,29.2766883333333
j.rnd,LPT,22,TRUE,29.73714,29.73714,29.73714
j.rnd,LPT,23,FALSE,29.78866,29.99884,29.866125
j.rnd,LPT,23,TRUE,29.99552,29.99552,29.99552
j.rnd,LPT,24,FALSE,29.9975,30.17116,30.0767666666667
j.rnd,LPT,24,TRUE,30.43102,30.43102,30.43102
j.rnd,LPT,25,FALSE,30.451,30.56354,30.5048
j.rnd,LPT,25,TRUE,31.10984,31.10984,31.10984
j.rnd,LPT,26,FALSE,29.7077319587629,29.805412371134,29.7565721649485
j.rnd,LPT,26,TRUE,31.41668,31.41668,31.41668
