Name,Optimum,Solved
j.rndn.10x10.train.1,779,opt
j.rndn.10x10.train.2,666,opt
j.rndn.10x10.train.3,710,opt
j.rndn.10x10.train.4,757,opt
j.rndn.10x10.train.5,747,opt
j.rndn.10x10.train.6,730,opt
j.rndn.10x10.train.7,805,opt
j.rndn.10x10.train.8,759,opt
j.rndn.10x10.train.9,717,opt
j.rndn.10x10.train.10,719,opt
j.rndn.10x10.train.11,751,opt
j.rndn.10x10.train.12,714,opt
j.rndn.10x10.train.13,771,opt
j.rndn.10x10.train.14,731,opt
j.rndn.10x10.train.15,770,opt
j.rndn.10x10.train.16,726,opt
j.rndn.10x10.train.17,753,opt
j.rndn.10x10.train.18,754,opt
j.rndn.10x10.train.19,760,opt
j.rndn.10x10.train.20,798,opt
j.rndn.10x10.train.21,801,opt
j.rndn.10x10.train.22,765,opt
j.rndn.10x10.train.23,773,opt
j.rndn.10x10.train.24,763,opt
j.rndn.10x10.train.25,753,opt
j.rndn.10x10.train.26,747,opt
j.rndn.10x10.train.27,709,opt
j.rndn.10x10.train.28,779,opt
j.rndn.10x10.train.29,746,opt
j.rndn.10x10.train.30,759,opt
j.rndn.10x10.train.31,733,opt
j.rndn.10x10.train.32,762,opt
j.rndn.10x10.train.33,758,opt
j.rndn.10x10.train.34,719,opt
j.rndn.10x10.train.35,729,opt
j.rndn.10x10.train.36,712,opt
j.rndn.10x10.train.37,720,opt
j.rndn.10x10.train.38,733,opt
j.rndn.10x10.train.39,753,opt
j.rndn.10x10.train.40,760,opt
j.rndn.10x10.train.41,747,opt
j.rndn.10x10.train.42,759,opt
j.rndn.10x10.train.43,719,opt
j.rndn.10x10.train.44,755,opt
j.rndn.10x10.train.45,792,opt
j.rndn.10x10.train.46,757,opt
j.rndn.10x10.train.47,759,opt
j.rndn.10x10.train.48,777,opt
j.rndn.10x10.train.49,711,opt
j.rndn.10x10.train.50,765,opt
j.rndn.10x10.train.51,740,opt
j.rndn.10x10.train.52,776,opt
j.rndn.10x10.train.53,715,opt
j.rndn.10x10.train.54,771,opt
j.rndn.10x10.train.55,755,opt
j.rndn.10x10.train.56,754,opt
j.rndn.10x10.train.57,828,opt
j.rndn.10x10.train.58,752,opt
j.rndn.10x10.train.59,760,opt
j.rndn.10x10.train.60,713,opt
j.rndn.10x10.train.61,764,opt
j.rndn.10x10.train.62,766,opt
j.rndn.10x10.train.63,731,opt
j.rndn.10x10.train.64,756,opt
j.rndn.10x10.train.65,770,opt
j.rndn.10x10.train.66,768,opt
j.rndn.10x10.train.67,715,opt
j.rndn.10x10.train.68,757,opt
j.rndn.10x10.train.69,818,opt
j.rndn.10x10.train.70,759,opt
j.rndn.10x10.train.71,718,opt
j.rndn.10x10.train.72,793,opt
j.rndn.10x10.train.73,753,opt
j.rndn.10x10.train.74,725,opt
j.rndn.10x10.train.75,721,opt
j.rndn.10x10.train.76,758,opt
j.rndn.10x10.train.77,749,opt
j.rndn.10x10.train.78,773,opt
j.rndn.10x10.train.79,778,opt
j.rndn.10x10.train.80,762,opt
j.rndn.10x10.train.81,692,opt
j.rndn.10x10.train.82,715,opt
j.rndn.10x10.train.83,774,opt
j.rndn.10x10.train.84,753,opt
j.rndn.10x10.train.85,710,opt
j.rndn.10x10.train.86,755,opt
j.rndn.10x10.train.87,764,opt
j.rndn.10x10.train.88,769,opt
j.rndn.10x10.train.89,723,opt
j.rndn.10x10.train.90,772,opt
j.rndn.10x10.train.91,718,opt
j.rndn.10x10.train.92,755,opt
j.rndn.10x10.train.93,718,opt
j.rndn.10x10.train.94,724,opt
j.rndn.10x10.train.95,751,opt
j.rndn.10x10.train.96,715,opt
j.rndn.10x10.train.97,723,opt
j.rndn.10x10.train.98,694,opt
j.rndn.10x10.train.99,722,opt
j.rndn.10x10.train.100,755,opt
j.rndn.10x10.train.101,706,opt
j.rndn.10x10.train.102,775,opt
j.rndn.10x10.train.103,771,opt
j.rndn.10x10.train.104,769,opt
j.rndn.10x10.train.105,749,opt
j.rndn.10x10.train.106,751,opt
j.rndn.10x10.train.107,718,opt
j.rndn.10x10.train.108,751,opt
j.rndn.10x10.train.109,707,opt
j.rndn.10x10.train.110,775,opt
j.rndn.10x10.train.111,757,opt
j.rndn.10x10.train.112,758,opt
j.rndn.10x10.train.113,761,opt
j.rndn.10x10.train.114,754,opt
j.rndn.10x10.train.115,801,opt
j.rndn.10x10.train.116,762,opt
j.rndn.10x10.train.117,757,opt
j.rndn.10x10.train.118,712,opt
j.rndn.10x10.train.119,803,opt
j.rndn.10x10.train.120,765,opt
j.rndn.10x10.train.121,753,opt
j.rndn.10x10.train.122,754,opt
j.rndn.10x10.train.123,749,opt
j.rndn.10x10.train.124,756,opt
j.rndn.10x10.train.125,749,opt
j.rndn.10x10.train.126,757,opt
j.rndn.10x10.train.127,815,opt
j.rndn.10x10.train.128,805,opt
j.rndn.10x10.train.129,805,opt
j.rndn.10x10.train.130,746,opt
j.rndn.10x10.train.131,765,opt
j.rndn.10x10.train.132,774,opt
j.rndn.10x10.train.133,834,opt
j.rndn.10x10.train.134,748,opt
j.rndn.10x10.train.135,719,opt
j.rndn.10x10.train.136,812,opt
j.rndn.10x10.train.137,771,opt
j.rndn.10x10.train.138,715,opt
j.rndn.10x10.train.139,757,opt
j.rndn.10x10.train.140,760,opt
j.rndn.10x10.train.141,764,opt
j.rndn.10x10.train.142,763,opt
j.rndn.10x10.train.143,755,opt
j.rndn.10x10.train.144,737,opt
j.rndn.10x10.train.145,752,opt
j.rndn.10x10.train.146,751,opt
j.rndn.10x10.train.147,762,opt
j.rndn.10x10.train.148,712,opt
j.rndn.10x10.train.149,749,opt
j.rndn.10x10.train.150,748,opt
j.rndn.10x10.train.151,703,opt
j.rndn.10x10.train.152,712,opt
j.rndn.10x10.train.153,716,opt
j.rndn.10x10.train.154,762,opt
j.rndn.10x10.train.155,757,opt
j.rndn.10x10.train.156,757,opt
j.rndn.10x10.train.157,781,opt
j.rndn.10x10.train.158,769,opt
j.rndn.10x10.train.159,764,opt
j.rndn.10x10.train.160,754,opt
j.rndn.10x10.train.161,747,opt
j.rndn.10x10.train.162,764,opt
j.rndn.10x10.train.163,697,opt
j.rndn.10x10.train.164,754,opt
j.rndn.10x10.train.165,760,opt
j.rndn.10x10.train.166,717,opt
j.rndn.10x10.train.167,750,opt
j.rndn.10x10.train.168,781,opt
j.rndn.10x10.train.169,770,opt
j.rndn.10x10.train.170,812,bks
j.rndn.10x10.train.171,809,opt
j.rndn.10x10.train.172,748,opt
j.rndn.10x10.train.173,768,opt
j.rndn.10x10.train.174,753,opt
j.rndn.10x10.train.175,771,opt
j.rndn.10x10.train.176,720,opt
j.rndn.10x10.train.177,804,opt
j.rndn.10x10.train.178,723,opt
j.rndn.10x10.train.179,765,opt
j.rndn.10x10.train.180,754,opt
j.rndn.10x10.train.181,733,opt
j.rndn.10x10.train.182,760,opt
j.rndn.10x10.train.183,716,opt
j.rndn.10x10.train.184,757,opt
j.rndn.10x10.train.185,740,opt
j.rndn.10x10.train.186,749,opt
j.rndn.10x10.train.187,714,opt
j.rndn.10x10.train.188,726,opt
j.rndn.10x10.train.189,759,opt
j.rndn.10x10.train.190,749,opt
j.rndn.10x10.train.191,770,opt
j.rndn.10x10.train.192,769,opt
j.rndn.10x10.train.193,752,opt
j.rndn.10x10.train.194,708,opt
j.rndn.10x10.train.195,716,opt
j.rndn.10x10.train.196,728,opt
j.rndn.10x10.train.197,777,opt
j.rndn.10x10.train.198,744,opt
j.rndn.10x10.train.199,710,opt
j.rndn.10x10.train.200,725,opt
j.rndn.10x10.train.201,757,opt
j.rndn.10x10.train.202,757,opt
j.rndn.10x10.train.203,708,opt
j.rndn.10x10.train.204,761,opt
j.rndn.10x10.train.205,810,opt
j.rndn.10x10.train.206,758,opt
j.rndn.10x10.train.207,794,opt
j.rndn.10x10.train.208,763,opt
j.rndn.10x10.train.209,747,opt
j.rndn.10x10.train.210,752,opt
j.rndn.10x10.train.211,742,opt
j.rndn.10x10.train.212,723,opt
j.rndn.10x10.train.213,721,opt
j.rndn.10x10.train.214,778,opt
j.rndn.10x10.train.215,736,opt
j.rndn.10x10.train.216,808,opt
j.rndn.10x10.train.217,811,opt
j.rndn.10x10.train.218,769,opt
j.rndn.10x10.train.219,744,opt
j.rndn.10x10.train.220,767,opt
j.rndn.10x10.train.221,750,opt
j.rndn.10x10.train.222,735,opt
j.rndn.10x10.train.223,766,opt
j.rndn.10x10.train.224,709,opt
